n = 860
m = 78
q = 16
ρ = 0.28
format = ((b1, b2, b3, b4, k1, k2), [mq estimator results], bit complexity quantum, memory, bit complexity classical)

((24, 8, 8, 8, 19, 11), [('Crossbred', 29.383778674539663, 20.045637028798442), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903)], 89.7, 18.3, 149.7)
((24, 8, 8, 8, 20, 10), [('Crossbred', 30.19767088968107, 20.630995826224023), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903)], 90.2, 20.6, 150.2)
((24, 8, 8, 7, 20, 11), [('Crossbred', 29.384490034607612, 20.045637028798442), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 26.56894093086352, 17.4971657451784)], 91.7, 18.3, 153.7)
((24, 8, 8, 7, 19, 12), [('Crossbred', 28.513063703959656, 19.415906781620045), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 26.56894093086352, 17.4971657451784)], 91.7, 18.3, 153.7)
((24, 8, 7, 8, 20, 11), [('Crossbred', 29.384490034607612, 20.045637028798442), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 26.56894093086352, 17.4971657451784), ('Crossbred', 29.74351932842238, 18.310080192577903)], 91.7, 18.3, 153.7)
((24, 8, 7, 8, 19, 12), [('Crossbred', 28.513063703959656, 19.415906781620045), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 26.56894093086352, 17.4971657451784), ('Crossbred', 29.74351932842238, 18.310080192577903)], 91.7, 18.3, 153.7)
((24, 7, 8, 8, 20, 11), [('Crossbred', 29.384490034607612, 20.045637028798442), ('Crossbred', 26.56894093086352, 17.4971657451784), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903)], 91.7, 18.3, 153.7)
((24, 7, 8, 8, 19, 12), [('Crossbred', 28.513063703959656, 19.415906781620045), ('Crossbred', 26.56894093086352, 17.4971657451784), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903)], 91.7, 18.3, 153.7)
((23, 8, 8, 8, 21, 10), [('Crossbred', 29.384490034607612, 20.045637028798442), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903)], 91.7, 18.3, 153.7)
((23, 8, 8, 8, 20, 11), [('Crossbred', 28.513063703959656, 19.415906781620045), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903), ('Crossbred', 29.74351932842238, 18.310080192577903)], 91.7, 18.3, 153.7)
