n = 1666
m = 99
q = 16
ρ = 0.33
format = ((b1, b2, b3, b4, b5, b6, b7, b8, k1, k2), [mq estimator results], bit complexity quantum, memory, bit complexity classical)

((29, 5, 5, 5, 5, 5, 5, 5, 14, 21), [('Crossbred', 21.92544203479517, 11.727920454563199), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427)], 92.2, 14.7, 162.2)
((29, 5, 5, 5, 5, 5, 5, 5, 13, 22), [('Crossbred', 18.673999307025042, 11.727920454563199), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427), ('Crossbred', 22.16320593714337, 14.683213954934427)], 92.2, 14.7, 162.2)
((28, 5, 4, 6, 5, 4, 6, 6, 15, 20), [('Crossbred', 21.92544203479517, 11.727920454563199), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 24.22877154567985, 12.194756854422248)], 94.2, 12.2, 164.2)
((28, 5, 4, 6, 5, 4, 6, 6, 14, 21), [('Crossbred', 18.673999307025042, 11.727920454563199), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 24.22877154567985, 12.194756854422248)], 94.2, 12.2, 164.2)
((28, 5, 4, 6, 5, 4, 6, 6, 13, 22), [('Crossbred', 17.863963867227838, 10.936637939002571), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 24.22877154567985, 12.194756854422248)], 94.2, 12.2, 164.2)
((28, 5, 4, 6, 5, 4, 6, 6, 12, 23), [('Crossbred', 16.995155678856616, 10.027905996569885), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 24.22877154567985, 12.194756854422248)], 94.2, 12.2, 164.2)
((28, 5, 4, 6, 4, 6, 6, 5, 15, 20), [('Crossbred', 21.92544203479517, 11.727920454563199), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 22.16320593714337, 14.683213954934427)], 94.2, 12.2, 164.2)
((28, 5, 4, 6, 4, 6, 6, 5, 14, 21), [('Crossbred', 18.673999307025042, 11.727920454563199), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 22.16320593714337, 14.683213954934427)], 94.2, 12.2, 164.2)
((28, 5, 4, 6, 4, 6, 6, 5, 13, 22), [('Crossbred', 17.863963867227838, 10.936637939002571), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 22.16320593714337, 14.683213954934427)], 94.2, 12.2, 164.2)
((28, 5, 4, 6, 4, 6, 6, 5, 12, 23), [('Crossbred', 16.995155678856616, 10.027905996569885), ('Crossbred', 22.16320593714337, 14.683213954934427), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('ExhaustiveSearch', 18.0, 8.0), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 24.22877154567985, 12.194756854422248), ('Crossbred', 22.16320593714337, 14.683213954934427)], 94.2, 12.2, 164.2)
