n = 840
m = 100
q = 7
ρ = 0.17
format = ((b1, b2, b3, b4, k1, k2), [mq estimator results], bit complexity classical, memory, bit complexity quantum)

((27, 11, 10, 1, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 31.19626009270825, 20.628259516576655), ('Crossbred', 29.375999991956874, 20.018600914042693), ('Undefined', 0, 0)], 175.2, 22.4, 103.79999999999998)
((27, 11, 9, 2, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 31.19626009270825, 20.628259516576655), ('Crossbred', 26.73262648885044, 14.234443239689758), ('Undefined', 0, 0)], 175.2, 22.4, 103.79999999999998)
((27, 11, 8, 3, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 31.19626009270825, 20.628259516576655), ('ExhaustiveSearch', 24.533013346420116, 10.584962500721156), ('ExhaustiveSearch', 9.575724942864829, 6.339850002884624)], 175.2, 22.4, 103.79999999999998)
((27, 11, 3, 8, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 31.19626009270825, 20.628259516576655), ('ExhaustiveSearch', 9.575724942864829, 6.339850002884624), ('ExhaustiveSearch', 24.533013346420116, 10.584962500721156)], 175.2, 22.4, 103.79999999999998)
((27, 11, 2, 9, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 31.19626009270825, 20.628259516576655), ('Undefined', 0, 0), ('Crossbred', 26.73262648885044, 14.234443239689758)], 175.2, 22.4, 103.79999999999998)
((27, 11, 1, 10, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 31.19626009270825, 20.628259516576655), ('Undefined', 0, 0), ('Crossbred', 29.375999991956874, 20.018600914042693)], 175.2, 22.4, 103.79999999999998)
((27, 10, 11, 1, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 29.375999991956874, 20.018600914042693), ('Crossbred', 31.19626009270825, 20.628259516576655), ('Undefined', 0, 0)], 175.2, 22.4, 103.79999999999998)
((27, 10, 10, 2, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 29.375999991956874, 20.018600914042693), ('Crossbred', 29.375999991956874, 20.018600914042693), ('Undefined', 0, 0)], 175.2, 22.4, 103.79999999999998)
((27, 10, 2, 10, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 29.375999991956874, 20.018600914042693), ('Undefined', 0, 0), ('Crossbred', 29.375999991956874, 20.018600914042693)], 175.2, 22.4, 103.79999999999998)
((27, 10, 1, 11, 43, 8), [('Crossbred', 32.3765381816878, 22.403969776487507), ('Crossbred', 29.375999991956874, 20.018600914042693), ('Undefined', 0, 0), ('Crossbred', 31.19626009270825, 20.628259516576655)], 175.2, 22.4, 103.79999999999998)
